case_id,repo,pr,kind,actor_account,account_type,created_or_submitted_at,updated_at,url,reply_to_id,commit_id,file
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:18:57Z,2026-08-09T20:18:57Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745110689,3742720775,9b0dbd58aa8ec0efea02f6122013e713ec7b86f0,src/ipc/utils/nitro_setup.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:18:59Z,2026-08-09T20:18:59Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745110786,3742720777,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:19:00Z,2026-08-09T20:19:00Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745110833,3742729117,9b0dbd58aa8ec0efea02f6122013e713ec7b86f0,src/hooks/useCoolifyDeploy.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:19:01Z,2026-08-09T20:19:01Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745110872,3742729118,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:19:02Z,2026-08-09T20:19:02Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745110913,3742754350,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:19:04Z,2026-08-09T20:19:04Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745110983,3742754355,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:19:05Z,2026-08-09T20:19:05Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745111068,3742754357,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T20:19:06Z,2026-08-09T20:19:06Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745111126,3742754360,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-09T20:19:59Z,2026-08-09T21:48:33Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745113363,,2eed14af5665266d6daff8ef098c08cfb1db5cdb,testing/fake-llm-server/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-09T20:19:59Z,2026-08-09T21:48:32Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745113370,,2eed14af5665266d6daff8ef098c08cfb1db5cdb,testing/fake-llm-server/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-09T20:19:59Z,2026-08-09T21:48:28Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745113375,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,testing/fake-llm-server/githubHandler.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-09T20:19:59Z,2026-08-14T01:58:13Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745113379,,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/ipc/utils/nitro_setup.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-09T20:19:59Z,2026-08-09T21:48:34Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745113383,,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-09T20:19:59Z,2026-08-09T20:19:59Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745113386,,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/lib/queryKeys.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-09T20:19:59Z,2026-08-09T21:48:30Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745113391,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,e2e-tests/coolify_deploy.spec.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-09T20:29:49Z,2026-08-09T20:29:49Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745142674,,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-09T20:29:49Z,2026-08-09T20:29:49Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745142675,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-09T20:29:49Z,2026-08-09T20:29:49Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745142676,,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:50:58Z,2026-08-09T21:50:58Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745402861,3745113363,2eed14af5665266d6daff8ef098c08cfb1db5cdb,testing/fake-llm-server/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:50:59Z,2026-08-09T21:50:59Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745402944,3745113370,2eed14af5665266d6daff8ef098c08cfb1db5cdb,testing/fake-llm-server/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:00Z,2026-08-09T21:51:00Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745402994,3745113375,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,testing/fake-llm-server/githubHandler.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:02Z,2026-08-09T21:51:02Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745403059,3745113379,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/ipc/utils/nitro_setup.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:03Z,2026-08-09T21:51:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745403122,3745113383,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:04Z,2026-08-09T21:51:04Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745403179,3745113386,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/lib/queryKeys.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:05Z,2026-08-09T21:51:05Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745403246,3745113391,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,e2e-tests/coolify_deploy.spec.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:07Z,2026-08-09T21:51:07Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745403314,3745142674,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:08Z,2026-08-09T21:51:08Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745403379,3745142675,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-09T21:51:09Z,2026-08-09T21:51:09Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745403428,3745142676,2eed14af5665266d6daff8ef098c08cfb1db5cdb,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-09T21:55:03Z,2026-08-09T21:55:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745415695,,0031bb3f369050febbc25ec594c9cd371607d6e4,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-09T22:03:17Z,2026-08-09T22:03:17Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745436083,,0031bb3f369050febbc25ec594c9cd371607d6e4,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T00:18:25Z,2026-08-10T00:18:25Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745788473,3745415695,0031bb3f369050febbc25ec594c9cd371607d6e4,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T00:18:27Z,2026-08-10T00:18:27Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745788583,3745436083,0031bb3f369050febbc25ec594c9cd371607d6e4,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-10T00:25:22Z,2026-08-10T00:25:23Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745808975,,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-10T00:25:22Z,2026-08-10T00:25:23Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745808981,,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/hooks/useCoolifyDeploy.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T00:34:55Z,2026-08-10T00:34:55Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745836699,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T00:34:55Z,2026-08-10T00:34:55Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745836705,,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T00:34:55Z,2026-08-10T00:34:55Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3745836707,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T03:12:23Z,2026-08-10T03:12:23Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746356211,3745808975,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T03:12:25Z,2026-08-10T03:12:25Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746356263,3745808981,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/hooks/useCoolifyDeploy.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T03:12:26Z,2026-08-10T03:12:26Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746356353,3745836699,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T03:12:28Z,2026-08-10T03:12:28Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746356428,3745836705,1cac3eb53644ffc8997a4aca00f735cbf524b483,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T03:12:29Z,2026-08-10T03:12:29Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746356507,3745836707,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-10T03:19:52Z,2026-08-10T03:19:52Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746380957,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/types/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-10T03:19:52Z,2026-08-10T03:19:52Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746380962,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/hooks/useCoolifyDeploy.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-10T03:23:03Z,2026-08-10T20:07:20Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746391974,,b4c60251498267019ca4097c3c68f85e16ce306d,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T03:25:28Z,2026-08-10T03:25:28Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746400499,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T03:25:28Z,2026-08-10T03:25:28Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746400506,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/hooks/useCoolifyDeploy.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T03:25:28Z,2026-08-10T03:25:28Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3746400510,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/preview_panel/DeploymentSection.tsx
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-10T20:10:23Z,2026-08-10T20:10:23Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3752989989,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/store.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T20:14:29Z,2026-08-10T20:14:30Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753018371,3746380957,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/types/coolify.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T20:14:31Z,2026-08-10T20:14:31Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753018585,3746380962,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/hooks/useCoolifyDeploy.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T20:14:33Z,2026-08-10T20:14:33Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753018767,3746391974,b4c60251498267019ca4097c3c68f85e16ce306d,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T20:14:34Z,2026-08-10T20:14:34Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753018896,3746400506,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/hooks/useCoolifyDeploy.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T20:14:36Z,2026-08-10T20:14:36Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753019084,3746400499,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T20:14:37Z,2026-08-10T20:14:37Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753019280,3746400510,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/preview_panel/DeploymentSection.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-10T20:14:39Z,2026-08-10T20:14:39Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753019427,3752989989,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/store.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-10T20:23:08Z,2026-08-10T20:23:08Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753078118,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/controller.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T20:29:12Z,2026-08-10T20:29:12Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753122076,,f649a472a380c3ee0d1da3ca37a136fe5eee05c5,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-10T20:29:12Z,2026-08-10T20:29:12Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3753122080,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/db/schema.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T00:48:34Z,2026-08-11T00:48:34Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3754516474,3753122076,f649a472a380c3ee0d1da3ca37a136fe5eee05c5,src/components/CoolifyConnector.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T00:48:36Z,2026-08-11T00:48:38Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3754516598,3753122080,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/db/schema.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T00:48:39Z,2026-08-11T00:48:39Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3754516793,3753078118,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/controller.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T01:00:38Z,2026-08-11T01:00:38Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3754557278,,be1dff52a9c9e286cc9d0188a0505b47f451b4be,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T01:00:38Z,2026-08-11T01:00:38Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3754557279,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/lib/queryKeys.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-11T05:53:51Z,2026-08-11T05:53:51Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3755546501,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-11T06:00:54Z,2026-08-11T17:18:51Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3755582326,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/hooks/useCoolifyDeploy.test.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T06:04:15Z,2026-08-11T06:04:15Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3755596712,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T17:18:06Z,2026-08-11T17:18:07Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3760161444,3754557278,be1dff52a9c9e286cc9d0188a0505b47f451b4be,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T17:18:08Z,2026-08-11T17:18:08Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3760161647,3754557279,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/lib/queryKeys.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T17:18:10Z,2026-08-11T17:18:10Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3760161860,3755546501,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T17:18:11Z,2026-08-11T17:18:11Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3760162088,3755582326,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/hooks/useCoolifyDeploy.test.tsx
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T17:18:13Z,2026-08-11T17:18:13Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3760162322,3755596712,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-11T17:25:00Z,2026-08-11T17:25:00Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3760217398,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T17:31:42Z,2026-08-11T17:31:42Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3760263779,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/capabilities.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T19:22:21Z,2026-08-11T19:22:21Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761025839,3760217398,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T19:22:26Z,2026-08-11T19:22:26Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761026374,3760263779,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/capabilities.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-11T19:29:51Z,2026-08-11T21:20:31Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761077135,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,testing/fake-llm-server/githubHandler.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-11T19:32:46Z,2026-08-11T19:32:46Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761095785,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,chatgpt-codex-connector[bot],Bot,2026-08-11T19:32:46Z,2026-08-11T19:32:46Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761095788,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T19:36:14Z,2026-08-11T19:36:15Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761118125,,7ea857eed086e2c6d44ab299dbf6c4ec890f176f,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T19:36:14Z,2026-08-11T19:36:15Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761118128,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,testing/fake-llm-server/githubHandler.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T21:20:01Z,2026-08-11T21:20:01Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761801663,3761118125,7ea857eed086e2c6d44ab299dbf6c4ec890f176f,src/coolify_deploy/commands.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T21:20:02Z,2026-08-11T21:20:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761801848,3761095785,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T21:20:04Z,2026-08-11T21:20:05Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761802043,3761118128,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,testing/fake-llm-server/githubHandler.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T21:20:06Z,2026-08-11T21:20:06Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761802209,3761077135,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,testing/fake-llm-server/githubHandler.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T21:20:27Z,2026-08-11T21:20:27Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761804322,3761095788,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/handlers/coolify_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-11T21:24:52Z,2026-08-11T21:57:01Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761829947,,b5e87b0e0ce8201b83df4e007c59f6d77e4f2ba9,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,cubic-dev-ai[bot],Bot,2026-08-11T21:24:52Z,2026-08-12T18:39:59Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3761829952,,b5e87b0e0ce8201b83df4e007c59f6d77e4f2ba9,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T21:56:17Z,2026-08-11T21:56:17Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3762005269,3761829947,b5e87b0e0ce8201b83df4e007c59f6d77e4f2ba9,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,RyanGroch,User,2026-08-11T21:56:18Z,2026-08-11T21:56:18Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3762005395,3761829952,b5e87b0e0ce8201b83df4e007c59f6d77e4f2ba9,src/ipc/handlers/app_handlers.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T22:05:59Z,2026-08-11T22:05:59Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3762054537,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/coolify_deploy/capabilities.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-11T22:05:59Z,2026-08-11T22:05:59Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3762054539,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/ipc/utils/coolify_deploy_key.ts
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-12T18:51:03Z,2026-08-12T18:51:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3769396184,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/components/preview_panel/DeploymentSection.tsx
P1,dyad-sh/dyad,4187,review-comments,dyad-assistant[bot],Bot,2026-08-12T18:51:03Z,2026-08-12T18:51:03Z,https://github.com/dyad-sh/dyad/pull/4187#discussion_r3769396191,,6e5abff6dad5355c5ebffb7c884ea54a57aacf52,src/hooks/useCoolifyDeploy.ts
